timestamp,sensor_avg,machine_status
2025-04-15 13:30:00,358.000000,NORMAL
2025-04-15 13:31:00,358.300000,NORMAL
2025-04-15 13:32:00,358.600000,NORMAL
2025-04-15 13:33:00,358.900000,NORMAL
2025-04-15 13:34:00,359.200000,NORMAL
2025-04-15 13:35:00,359.500000,NORMAL
2025-04-15 13:36:00,359.800000,NORMAL
2025-04-15 13:37:00,360.100000,NORMAL
2025-04-15 13:38:00,360.400000,NORMAL
2025-04-15 13:39:00,360.700000,NORMAL
2025-04-15 13:40:00,361.000000,NORMAL
2025-04-15 13:41:00,361.300000,NORMAL
2025-04-15 13:42:00,361.600000,NORMAL
2025-04-15 13:43:00,361.900000,NORMAL
2025-04-15 13:44:00,362.200000,NORMAL
2025-04-15 13:45:00,362.500000,NORMAL
2025-04-15 13:46:00,362.800000,NORMAL
2025-04-15 13:47:00,363.100000,NORMAL
2025-04-15 13:48:00,363.400000,NORMAL
2025-04-15 13:49:00,363.700000,NORMAL
2025-04-15 13:50:00,364.000000,NORMAL
2025-04-15 13:51:00,364.300000,NORMAL
2025-04-15 13:52:00,364.600000,NORMAL
2025-04-15 13:53:00,364.900000,NORMAL
2025-04-15 13:54:00,365.200000,NORMAL
2025-04-15 13:55:00,365.500000,NORMAL
2025-04-15 13:56:00,365.800000,NORMAL
2025-04-15 13:57:00,366.100000,NORMAL
2025-04-15 13:58:00,366.400000,NORMAL
2025-04-15 13:59:00,366.700000,NORMAL
2025-04-15 14:00:00,367.000000,NORMAL
2025-04-15 14:01:00,367.300000,NORMAL
2025-04-15 14:02:00,367.600000,NORMAL
2025-04-15 14:03:00,367.900000,NORMAL
2025-04-15 14:04:00,368.200000,NORMAL
2025-04-15 14:05:00,368.500000,NORMAL
2025-04-15 14:06:00,368.800000,NORMAL
2025-04-15 14:07:00,369.100000,NORMAL
2025-04-15 14:08:00,369.400000,NORMAL
2025-04-15 14:09:00,369.700000,NORMAL
2025-04-15 14:10:00,383.000000,BROKEN
2025-04-15 14:11:00,383.000000,BROKEN
2025-04-15 14:12:00,383.000000,RECOVERING
2025-04-15 14:13:00,382.200000,RECOVERING
2025-04-15 14:14:00,381.400000,RECOVERING
2025-04-15 14:15:00,380.600000,RECOVERING
2025-04-15 14:16:00,379.800000,RECOVERING
2025-04-15 14:17:00,379.000000,RECOVERING
2025-04-15 14:18:00,378.200000,RECOVERING
2025-04-15 14:19:00,377.400000,RECOVERING
2025-04-15 14:20:00,376.600000,RECOVERING
2025-04-15 14:21:00,375.800000,RECOVERING
2025-04-15 14:22:00,375.000000,RECOVERING
2025-04-15 14:23:00,374.200000,RECOVERING
2025-04-15 14:24:00,373.400000,RECOVERING
2025-04-15 14:25:00,372.600000,RECOVERING
2025-04-15 14:26:00,371.800000,RECOVERING
2025-04-15 14:27:00,371.000000,RECOVERING
2025-04-15 14:28:00,370.200000,RECOVERING
2025-04-15 14:29:00,369.400000,RECOVERING
2025-04-15 14:30:00,368.600000,RECOVERING
2025-04-15 14:31:00,367.800000,RECOVERING
2025-04-15 14:32:00,367.000000,RECOVERING
2025-04-15 14:33:00,366.200000,RECOVERING
2025-04-15 14:34:00,365.400000,RECOVERING
2025-04-15 14:35:00,364.600000,RECOVERING
2025-04-15 14:36:00,363.800000,RECOVERING
2025-04-15 14:37:00,363.000000,RECOVERING
2025-04-15 14:38:00,362.200000,RECOVERING
2025-04-15 14:39:00,361.400000,RECOVERING
2025-04-15 14:40:00,360.600000,RECOVERING
2025-04-15 14:41:00,359.800000,RECOVERING
2025-04-15 14:42:00,359.000000,RECOVERING
2025-04-15 14:43:00,358.200000,RECOVERING
2025-04-15 14:44:00,357.400000,RECOVERING
2025-04-15 14:45:00,363.000000,NORMAL
2025-04-15 14:46:00,363.000000,NORMAL
2025-04-15 14:47:00,363.000000,NORMAL
2025-04-15 14:48:00,363.000000,NORMAL
2025-04-15 14:49:00,363.000000,NORMAL
2025-04-15 14:50:00,363.000000,NORMAL
2025-04-15 14:51:00,363.000000,NORMAL
2025-04-15 14:52:00,363.000000,NORMAL
2025-04-15 14:53:00,363.000000,NORMAL
2025-04-15 14:54:00,363.000000,NORMAL
2025-04-15 14:55:00,363.000000,NORMAL
2025-04-15 14:56:00,363.000000,NORMAL
2025-04-15 14:57:00,363.000000,NORMAL
2025-04-15 14:58:00,363.000000,NORMAL
2025-04-15 14:59:00,363.000000,NORMAL
2025-04-15 15:00:00,363.000000,NORMAL
2025-04-15 15:01:00,363.000000,NORMAL
2025-04-15 15:02:00,363.000000,NORMAL
2025-04-15 15:03:00,363.000000,NORMAL
2025-04-15 15:04:00,363.000000,NORMAL
2025-04-15 15:05:00,363.000000,NORMAL
2025-04-15 15:06:00,363.000000,NORMAL
2025-04-15 15:07:00,363.000000,NORMAL
2025-04-15 15:08:00,363.000000,NORMAL
2025-04-15 15:09:00,363.000000,NORMAL
2025-04-15 15:10:00,363.000000,NORMAL
